Student_ID,Semester,Age,Gender,Attendance_Percentage,Previous_CGPA,Internal_Marks,Assignment_Completion,Study_Hours_Per_Week,Backlogs,Stress_Level,Motivation_Level,Sleep_Hours,Family_Support,Internet_Access,Extracurricular,Financial_Difficulty,Mental_Wellbeing,Screen_Time_Hours,Commute_Time_Minutes,Academic_Risk
S03750,3,21,Male,66,8.58,64,96,7,0,4,3,9.1,Yes,Yes,Yes,No,5,4.9,26,0
S03751,2,20,Female,88,6.6,55,51,5,1,5,5,6.1,Yes,Yes,No,No,5,4.1,46,0
S03752,3,19,Female,75,9.08,53,76,12,0,2,7,7.7,Yes,Yes,Yes,No,10,4.0,2,0
S03753,1,23,Male,87,5.75,84,72,6,0,5,9,6.6,Yes,Yes,Yes,No,3,5.9,40,0
S03754,8,19,Male,66,6.25,63,68,9,1,7,6,7.3,Yes,Yes,No,No,6,5.5,51,0
S03755,6,22,Female,75,6.74,75,78,19,0,3,1,7.4,No,Yes,Yes,No,5,7.5,31,0
S03756,1,17,Male,70,7.49,72,76,17,0,2,7,7.7,Yes,Yes,No,Yes,4,1.5,32,0
S03757,2,17,Male,64,8.14,79,70,13,2,5,8,4.8,Yes,Yes,Yes,No,3,6.1,53,0
S03758,6,23,Female,74,7.13,57,83,16,1,1,5,5.9,No,Yes,Yes,No,8,2.8,40,0
S03759,4,17,Male,89,8.47,74,80,19,0,1,4,6.9,Yes,Yes,Yes,No,6,8.0,14,0
S03760,2,18,Female,56,6.26,71,52,11,0,10,9,6.5,Yes,Yes,Yes,No,6,2.7,41,1
S03761,3,17,Female,75,7.51,47,87,12,1,6,10,6.8,No,No,Yes,No,4,4.8,52,0
S03762,7,24,Male,75,6.02,78,87,22,2,1,6,7.7,Yes,Yes,Yes,No,6,4.3,3,0
S03763,7,24,Female,87,8.26,87,92,1,1,8,7,7.2,No,Yes,No,No,10,4.4,36,0
S03764,5,24,Male,82,6.67,80,87,11,0,7,6,8.6,Yes,Yes,Yes,Yes,4,5.0,42,0
S03765,3,22,Female,61,9.24,67,94,12,0,5,3,7.5,Yes,Yes,No,No,9,6.4,35,0
S03766,3,17,Female,61,5.31,67,94,13,2,3,5,6.8,No,Yes,No,Yes,3,8.5,42,1
S03767,3,23,Male,74,6.25,48,55,20,0,3,5,6.9,Yes,No,No,Yes,3,5.2,28,1
S03768,3,19,Female,76,4.0,63,45,15,0,1,2,6.2,Yes,Yes,Yes,No,4,2.3,24,1
S03769,1,23,Male,92,8.01,88,83,19,0,5,9,6.7,Yes,Yes,Yes,No,9,4.0,38,0
S03770,4,19,Male,83,8.69,57,53,8,1,5,3,6.1,Yes,Yes,No,Yes,5,5.3,29,0
S03771,6,20,Male,95,6.36,100,62,14,1,5,7,6.1,Yes,Yes,Yes,Yes,8,3.8,28,0
S03772,3,23,Female,85,5.72,71,74,18,1,5,8,8.1,Yes,Yes,No,Yes,6,5.9,28,0
S03773,8,21,Female,78,7.92,78,100,37,1,5,7,7.3,Yes,Yes,No,No,4,6.5,5,0
S03774,3,22,Female,100,9.09,86,100,20,3,6,5,5.2,Yes,Yes,No,No,7,3.7,72,0
S03775,3,19,Male,79,8.31,87,72,21,0,7,6,6.9,Yes,Yes,Yes,No,10,7.0,27,0
S03776,3,21,Female,70,5.81,65,84,17,2,7,4,6.5,No,Yes,Yes,Yes,6,6.5,37,1
S03777,8,20,Female,58,8.01,55,86,16,1,5,5,7.5,Yes,No,No,No,8,5.8,40,0
S03778,5,22,Female,76,5.81,60,56,18,2,3,1,5.5,No,Yes,No,No,7,8.1,37,1
S03779,5,22,Male,94,6.87,46,100,15,0,3,4,5.7,Yes,Yes,Yes,Yes,6,5.0,42,0
S03780,4,22,Male,98,7.01,46,68,19,2,3,6,6.7,Yes,Yes,Yes,No,9,6.5,25,0
S03781,8,23,Male,68,7.34,93,65,16,0,4,5,7.5,Yes,Yes,Yes,Yes,6,6.2,8,0
S03782,2,23,Male,66,8.11,70,87,11,0,7,4,6.2,Yes,Yes,Yes,No,7,8.9,32,0
S03783,5,17,Male,89,8.51,64,66,23,0,7,7,5.3,Yes,Yes,No,No,3,5.9,20,0
S03784,4,22,Male,68,6.67,63,100,6,1,6,7,6.0,Yes,Yes,No,Yes,6,7.6,38,0
S03785,4,17,Female,62,6.3,64,80,14,1,5,5,6.8,Yes,Yes,Yes,Yes,7,5.4,18,0
S03786,1,17,Female,81,7.64,58,85,7,1,7,6,6.1,Yes,Yes,Yes,Yes,6,8.5,36,0
S03787,5,17,Male,78,7.07,76,59,5,2,7,7,7.3,No,Yes,Yes,No,2,5.2,34,1
S03788,8,20,Female,66,4.0,83,64,20,0,6,3,6.3,Yes,Yes,No,No,2,4.9,15,1
S03789,7,22,Male,78,6.49,72,92,11,2,9,5,5.3,Yes,Yes,No,Yes,6,6.2,22,1
S03790,8,21,Female,76,5.57,85,76,19,2,7,3,6.4,No,No,Yes,No,7,5.2,55,1
S03791,8,21,Female,77,7.15,80,79,17,0,2,5,5.3,Yes,Yes,No,Yes,8,8.9,12,0
S03792,7,24,Female,89,6.73,54,75,14,0,4,6,7.4,Yes,Yes,No,Yes,4,3.0,30,0
S03793,7,20,Female,72,7.57,100,93,1,0,9,7,8.0,Yes,Yes,Yes,Yes,2,3.8,24,0
S03794,3,17,Female,65,7.51,49,86,27,2,6,4,5.6,No,Yes,Yes,No,5,6.2,33,1
S03795,8,21,Male,59,8.34,67,66,9,0,4,6,7.4,Yes,Yes,Yes,No,7,9.6,63,0
S03796,6,17,Female,76,7.31,82,79,9,1,9,4,8.3,Yes,Yes,No,Yes,5,7.1,14,0
S03797,6,24,Female,55,10.0,51,81,6,4,6,9,8.5,Yes,Yes,Yes,No,6,3.4,26,1
S03798,4,21,Female,80,6.64,71,64,5,1,3,6,5.4,Yes,Yes,No,No,5,5.2,44,0
S03799,1,20,Female,72,8.0,52,74,15,0,4,5,5.9,No,Yes,No,Yes,3,6.3,21,0
S03800,8,23,Female,84,6.82,56,69,33,1,7,6,5.8,Yes,Yes,Yes,No,4,3.5,35,0
S03801,5,23,Male,77,6.74,60,58,16,0,3,7,7.9,Yes,Yes,No,No,6,2.0,47,0
S03802,3,17,Female,80,7.57,69,86,25,1,2,4,6.1,Yes,Yes,Yes,No,6,2.9,62,0
S03803,8,20,Male,89,6.56,57,79,6,0,7,9,5.4,Yes,Yes,Yes,No,8,2.9,43,0
S03804,8,17,Female,68,6.24,56,64,14,0,2,8,6.6,Yes,Yes,Yes,No,7,3.6,21,0
S03805,8,23,Male,80,6.73,71,62,18,1,2,6,6.7,Yes,Yes,Yes,No,5,6.7,10,0
S03806,2,17,Male,78,6.92,100,100,8,1,2,8,7.2,Yes,No,No,Yes,6,6.3,61,0
S03807,3,23,Female,74,5.31,82,100,22,0,2,1,6.1,Yes,Yes,No,No,5,5.9,40,0
S03808,6,22,Female,71,7.1,72,45,8,0,2,6,7.6,No,Yes,No,No,4,5.0,17,0
S03809,3,21,Female,85,6.96,67,85,24,0,2,2,7.4,Yes,Yes,No,No,8,6.5,16,0
S03810,8,23,Female,73,6.99,49,85,19,2,4,9,5.8,No,Yes,Yes,No,5,6.4,5,1
S03811,3,21,Male,89,8.31,63,84,1,1,4,7,7.3,Yes,Yes,No,No,5,6.4,58,0
S03812,7,23,Female,84,8.68,90,77,9,0,3,6,6.9,Yes,Yes,Yes,No,5,3.8,41,0
S03813,7,18,Female,72,9.3,100,80,26,0,3,7,7.3,Yes,Yes,Yes,No,4,4.9,27,0
S03814,4,23,Female,77,6.77,89,100,9,0,4,7,5.6,Yes,Yes,Yes,No,3,5.4,17,0
S03815,7,17,Male,84,6.51,59,85,5,1,5,6,6.4,Yes,Yes,Yes,Yes,4,9.3,30,0
S03816,5,19,Male,71,7.2,86,95,27,1,10,4,6.6,Yes,Yes,Yes,No,2,7.8,0,0
S03817,8,24,Male,69,5.81,62,100,22,1,9,4,6.4,Yes,Yes,Yes,No,6,4.2,35,0
S03818,3,21,Female,90,7.56,84,35,16,1,4,5,5.4,Yes,Yes,No,No,5,8.3,51,0
S03819,1,20,Male,86,5.35,93,77,8,1,3,6,7.5,Yes,Yes,No,Yes,1,5.2,1,0
S03820,2,17,Female,88,9.36,91,74,10,3,4,5,6.8,Yes,Yes,Yes,No,6,4.1,37,0
S03821,8,21,Male,88,7.07,60,57,28,1,7,4,6.2,Yes,Yes,Yes,Yes,6,4.2,52,0
S03822,2,17,Female,58,7.99,89,81,22,1,6,9,7.8,Yes,Yes,No,Yes,5,6.5,18,0
S03823,4,21,Female,91,6.61,80,55,22,3,5,5,8.6,Yes,Yes,Yes,No,7,6.7,52,0
S03824,6,17,Male,67,5.63,61,75,19,1,6,5,6.0,Yes,Yes,Yes,No,6,6.0,29,0
S03825,2,21,Male,77,5.66,52,58,14,0,3,5,7.9,Yes,Yes,Yes,Yes,8,7.8,53,0
S03826,2,19,Male,83,7.95,60,77,4,1,4,9,7.7,Yes,Yes,Yes,No,7,6.9,34,0
S03827,8,23,Male,73,6.87,83,57,1,2,5,7,4.8,Yes,Yes,No,No,6,7.2,26,1
S03828,1,24,Female,68,8.55,71,62,8,3,2,5,6.5,Yes,Yes,Yes,Yes,9,4.7,24,0
S03829,1,24,Female,83,7.49,83,75,20,1,5,4,6.6,No,No,No,Yes,8,7.5,34,0
S03830,7,23,Male,97,7.22,75,62,1,1,5,6,5.9,Yes,Yes,Yes,No,6,6.0,53,0
S03831,7,18,Female,62,7.6,36,100,7,1,5,8,6.3,Yes,Yes,No,No,7,5.5,9,0
S03832,2,20,Male,83,7.98,56,75,4,1,3,3,7.6,No,Yes,No,No,6,5.5,56,0
S03833,4,23,Male,91,8.35,69,85,11,2,6,6,5.8,Yes,Yes,Yes,No,8,8.4,36,0
S03834,8,24,Female,100,6.97,79,57,5,1,4,8,7.5,Yes,Yes,Yes,Yes,7,5.5,67,0
S03835,2,17,Female,64,6.81,83,68,21,1,3,6,8.8,Yes,Yes,Yes,Yes,4,7.0,50,0
S03836,2,24,Female,69,5.97,82,71,4,1,2,6,7.0,Yes,Yes,Yes,No,7,3.5,0,0
S03837,4,23,Male,80,8.67,76,61,24,1,3,6,5.8,No,Yes,Yes,Yes,4,4.1,48,0
S03838,7,24,Male,80,6.0,54,44,37,3,6,6,5.3,Yes,Yes,Yes,Yes,1,6.3,58,1
S03839,6,17,Male,83,6.84,59,61,17,0,6,4,7.7,Yes,Yes,No,No,3,6.7,27,0
S03840,8,24,Male,75,6.95,60,71,24,0,6,3,7.7,Yes,Yes,Yes,Yes,2,4.4,35,0
S03841,4,18,Male,86,6.45,65,55,17,0,3,3,9.5,Yes,Yes,Yes,No,2,4.5,69,0
S03842,3,17,Female,86,8.33,58,93,11,2,1,3,6.1,Yes,Yes,Yes,Yes,7,6.4,25,0
S03843,4,19,Female,73,7.93,58,66,6,3,4,7,8.1,No,Yes,Yes,No,5,8.9,4,0
S03844,3,21,Female,78,8.08,76,52,21,0,7,6,7.1,Yes,Yes,No,No,3,1.8,16,0
S03845,3,22,Male,94,7.5,100,81,9,0,7,8,8.4,Yes,Yes,No,No,7,1.5,70,0
S03846,5,24,Female,81,9.49,77,77,14,1,2,6,8.3,Yes,Yes,Yes,Yes,8,8.5,50,0
S03847,5,21,Female,74,6.66,59,99,17,0,8,3,6.5,No,Yes,No,No,7,6.2,32,0
S03848,7,20,Male,100,7.87,63,88,2,3,3,4,6.4,No,Yes,No,Yes,5,7.4,56,0
S03849,3,19,Female,52,8.06,72,86,33,0,4,3,6.6,Yes,Yes,Yes,No,6,5.9,52,0
S03850,6,21,Male,77,7.31,79,66,11,0,5,5,7.6,Yes,Yes,Yes,No,4,8.7,32,0
S03851,1,22,Male,68,7.18,76,66,21,2,4,7,5.4,Yes,Yes,Yes,Yes,6,2.0,6,0
S03852,7,21,Male,74,8.15,73,72,14,0,2,5,7.0,Yes,Yes,Yes,No,3,8.0,44,0
S03853,3,17,Female,86,7.06,60,100,25,0,2,5,7.7,Yes,Yes,No,No,4,6.3,12,0
S03854,7,23,Female,71,4.46,80,60,19,1,4,4,6.9,Yes,Yes,Yes,No,10,5.0,47,0
S03855,3,21,Female,72,5.16,77,83,8,0,3,5,4.3,Yes,Yes,No,No,5,6.1,38,0
S03856,3,18,Male,82,7.56,47,47,32,1,1,5,8.8,Yes,No,No,No,5,7.5,26,0
S03857,4,19,Male,100,7.04,76,35,13,1,5,6,7.9,Yes,Yes,Yes,No,7,2.7,29,0
S03858,1,17,Male,67,6.69,93,96,6,0,4,6,5.6,No,Yes,Yes,Yes,3,7.9,38,1
S03859,1,17,Female,65,6.22,96,88,37,0,5,7,6.8,Yes,Yes,No,No,6,8.3,24,0
S03860,7,23,Male,71,6.58,83,71,6,1,3,5,7.0,Yes,Yes,No,No,6,7.1,27,0
S03861,4,18,Female,68,8.03,53,81,17,4,5,5,6.7,No,Yes,Yes,No,7,6.2,68,0
S03862,6,20,Female,61,6.58,69,100,25,1,2,5,6.0,Yes,Yes,Yes,No,6,5.5,43,0
S03863,3,24,Female,74,9.64,74,43,24,3,7,5,6.5,Yes,Yes,Yes,No,4,2.9,9,1
S03864,2,23,Female,63,7.76,58,64,21,0,4,4,6.7,No,Yes,No,Yes,4,5.7,51,0
S03865,8,21,Male,74,7.51,42,74,11,3,2,9,6.5,Yes,Yes,Yes,No,6,9.0,66,0
S03866,7,21,Male,76,6.58,82,53,4,2,8,2,8.3,Yes,Yes,No,No,4,3.9,36,1
S03867,3,20,Female,75,9.08,77,75,21,0,7,8,6.9,Yes,Yes,Yes,No,4,3.4,70,0
S03868,5,23,Female,92,7.5,75,71,15,4,8,9,6.5,Yes,Yes,No,No,5,5.1,26,0
S03869,2,17,Male,70,9.1,86,76,25,0,5,5,5.3,No,Yes,No,Yes,3,8.7,34,0
S03870,8,23,Male,94,7.85,61,81,7,0,6,6,6.6,Yes,Yes,Yes,No,5,5.0,35,0
S03871,6,22,Male,74,7.42,72,66,14,0,1,6,6.4,No,Yes,No,No,6,3.5,39,0
S03872,8,23,Female,94,6.16,71,83,5,0,3,6,5.8,No,No,Yes,Yes,5,2.7,47,0
S03873,8,23,Male,62,7.09,44,70,21,4,3,8,7.8,Yes,Yes,Yes,No,5,1.5,46,0
S03874,6,17,Female,83,7.11,61,92,27,0,3,2,5.3,Yes,Yes,Yes,Yes,6,2.0,29,0
S03875,6,21,Female,65,5.45,83,80,6,0,4,1,8.4,No,Yes,No,No,10,1.0,41,1
S03876,3,19,Male,85,7.43,82,100,11,2,6,3,6.4,No,Yes,No,No,2,6.9,61,0
S03877,2,21,Female,58,4.84,71,86,13,2,4,3,6.9,Yes,Yes,No,No,7,4.0,32,1
S03878,3,19,Male,84,7.34,48,35,6,0,8,6,7.9,Yes,Yes,Yes,No,5,4.5,11,1
S03879,6,20,Female,72,7.75,66,44,10,1,7,8,6.3,Yes,Yes,No,No,3,4.3,33,0
S03880,5,19,Male,65,6.3,92,74,13,2,3,7,7.9,Yes,Yes,Yes,No,5,10.2,21,0
S03881,3,19,Female,99,7.46,67,91,19,2,7,2,7.5,Yes,No,No,No,5,2.8,43,0
S03882,8,21,Female,91,7.5,81,71,24,1,3,4,5.4,Yes,Yes,Yes,No,5,5.8,2,0
S03883,1,23,Female,79,6.48,48,45,14,2,4,5,7.5,No,Yes,Yes,No,8,5.8,35,1
S03884,5,24,Female,72,7.55,70,70,21,0,7,9,7.9,Yes,Yes,Yes,No,6,3.3,38,0
S03885,4,18,Female,53,7.37,72,84,11,1,1,7,7.6,No,Yes,No,Yes,2,3.7,35,0
S03886,1,19,Female,88,7.91,61,60,10,1,5,7,7.4,No,Yes,Yes,Yes,6,2.1,26,0
S03887,4,19,Male,79,7.3,74,100,8,3,7,7,5.3,No,Yes,No,Yes,7,2.8,13,0
S03888,2,23,Male,75,9.16,53,84,19,3,2,3,5.4,Yes,Yes,Yes,No,4,8.3,39,0
S03889,4,19,Male,57,5.94,59,72,23,0,7,5,7.0,Yes,Yes,Yes,No,4,2.7,25,1
S03890,1,17,Female,80,9.0,75,56,18,1,5,2,7.8,Yes,Yes,No,Yes,3,3.8,74,0
S03891,2,19,Female,76,8.19,78,50,16,0,4,6,8.0,No,Yes,Yes,No,8,6.3,16,0
S03892,4,23,Male,97,6.97,97,76,18,2,5,6,5.5,Yes,Yes,No,No,6,7.7,23,0
S03893,8,17,Female,73,8.6,98,87,20,1,6,3,7.0,Yes,Yes,Yes,No,7,6.6,43,0
S03894,7,21,Male,93,7.81,72,100,9,0,5,8,8.0,No,Yes,Yes,Yes,7,8.6,29,0
S03895,7,21,Male,78,7.86,89,81,18,0,5,3,5.3,Yes,Yes,Yes,Yes,3,4.3,13,0
S03896,6,21,Male,78,5.54,61,42,26,1,4,9,7.5,No,Yes,No,No,8,7.7,37,0
S03897,4,21,Male,87,6.45,78,67,26,1,7,7,6.6,Yes,Yes,Yes,No,3,3.9,75,0
S03898,4,17,Female,89,8.18,73,66,19,2,4,4,6.2,Yes,Yes,No,Yes,6,5.5,32,0
S03899,6,20,Male,61,6.4,51,44,1,0,1,5,6.5,Yes,Yes,Yes,Yes,8,5.7,28,1
S03900,8,21,Female,82,5.61,58,79,22,1,4,6,7.0,Yes,No,Yes,No,5,1.2,19,0
S03901,2,18,Female,88,7.42,79,63,10,0,7,4,5.5,Yes,Yes,Yes,No,4,6.8,28,0
S03902,3,20,Male,69,7.11,76,71,22,2,4,4,8.0,Yes,Yes,No,Yes,8,4.5,58,0
S03903,1,23,Male,66,7.44,65,57,16,0,7,7,6.3,Yes,No,Yes,No,4,6.4,32,0
S03904,7,23,Male,50,8.9,68,88,12,1,3,6,5.8,Yes,Yes,Yes,No,7,7.2,31,0
S03905,7,23,Male,79,7.18,92,92,17,1,5,7,5.5,Yes,Yes,No,Yes,7,1.8,26,0
S03906,2,19,Male,77,7.94,65,55,32,0,1,6,5.4,Yes,Yes,Yes,No,3,3.2,0,0
S03907,8,20,Male,74,5.87,50,77,22,0,7,10,8.5,No,Yes,No,No,9,9.0,22,0
S03908,5,19,Male,75,7.07,59,74,10,0,2,7,5.8,Yes,Yes,Yes,No,6,5.1,31,0
S03909,7,21,Female,73,6.65,86,71,9,0,4,1,7.5,Yes,Yes,Yes,No,1,5.0,50,0
S03910,8,19,Male,83,6.62,74,72,1,0,7,9,6.3,Yes,No,Yes,Yes,6,3.7,13,0
S03911,7,21,Female,76,8.38,70,48,28,0,5,6,5.9,Yes,Yes,Yes,Yes,8,5.7,46,0
S03912,5,23,Male,66,7.73,50,100,22,0,5,3,6.9,No,Yes,Yes,No,6,7.2,1,0
S03913,8,18,Male,76,8.8,44,71,14,0,4,10,6.2,Yes,Yes,No,No,6,6.3,41,0
S03914,6,22,Female,71,7.65,53,62,3,3,5,7,8.5,Yes,Yes,No,No,5,6.0,48,0
S03915,2,24,Female,93,7.05,81,63,16,0,5,4,5.9,Yes,No,Yes,No,4,2.9,29,0
S03916,3,24,Male,70,8.02,57,66,8,0,5,3,9.1,Yes,Yes,No,No,10,3.9,80,0
S03917,6,19,Female,65,6.88,69,95,27,0,4,4,6.2,Yes,Yes,No,No,5,5.5,17,0
S03918,5,21,Male,73,9.13,54,83,7,2,5,3,7.7,Yes,Yes,Yes,Yes,4,5.7,49,1
S03919,5,22,Female,81,5.83,84,100,13,0,7,4,6.7,Yes,Yes,No,Yes,4,1.4,47,0
S03920,3,23,Female,86,6.69,66,86,17,0,4,5,7.0,Yes,Yes,No,Yes,7,2.1,9,0
S03921,3,24,Female,56,6.51,59,72,21,3,5,7,5.6,Yes,Yes,Yes,No,4,6.0,52,1
S03922,4,21,Female,55,6.36,84,83,27,3,6,5,7.7,Yes,Yes,Yes,No,7,6.3,14,1
S03923,4,20,Female,91,7.39,72,77,7,3,5,5,5.6,No,Yes,No,No,6,9.7,45,1
S03924,6,21,Male,65,7.24,87,67,10,0,7,7,4.6,Yes,No,Yes,No,5,3.5,23,0
S03925,3,18,Male,64,6.01,64,81,1,1,1,6,8.3,No,Yes,Yes,No,6,6.6,56,0
S03926,1,18,Female,73,6.74,60,52,6,2,4,4,5.6,Yes,Yes,Yes,No,5,6.7,62,1
S03927,5,20,Female,74,6.98,82,65,23,1,7,3,6.2,Yes,Yes,No,Yes,6,8.1,40,0
S03928,4,23,Male,79,6.67,45,100,15,3,3,2,6.5,Yes,Yes,Yes,No,5,3.1,69,0
S03929,5,17,Female,96,6.46,86,67,8,1,7,8,7.0,Yes,Yes,Yes,No,5,5.7,40,0
S03930,6,21,Female,66,7.86,93,83,12,2,6,5,6.6,No,Yes,Yes,No,5,4.0,34,0
S03931,2,23,Male,94,6.97,54,43,17,2,5,4,6.3,Yes,Yes,Yes,No,3,6.8,42,0
S03932,6,19,Male,77,6.71,53,77,1,3,3,6,8.4,No,Yes,Yes,Yes,4,3.8,13,1
S03933,1,17,Female,64,6.41,57,92,16,0,6,3,7.2,Yes,Yes,No,Yes,9,6.9,32,1
S03934,6,17,Female,80,7.37,39,66,11,2,2,7,6.4,Yes,Yes,Yes,No,3,2.0,37,0
S03935,1,24,Male,71,5.25,83,61,14,0,3,8,7.1,Yes,Yes,No,No,4,7.4,48,0
S03936,6,23,Male,75,6.39,74,46,13,0,9,4,7.0,Yes,Yes,Yes,Yes,6,4.0,14,0
S03937,2,24,Female,76,7.52,75,92,14,0,7,7,7.1,Yes,Yes,Yes,No,4,10.0,17,0
S03938,8,22,Female,75,7.12,81,80,7,1,6,10,8.0,Yes,Yes,Yes,Yes,4,8.3,35,0
S03939,2,19,Male,86,6.76,36,67,8,1,2,7,7.4,Yes,Yes,No,Yes,1,4.2,11,0
S03940,8,19,Female,79,6.2,58,54,20,0,6,4,7.9,Yes,Yes,No,No,5,7.4,25,0
S03941,2,23,Female,95,5.83,71,85,28,0,3,9,4.8,Yes,No,Yes,No,9,9.1,46,0
S03942,7,23,Female,78,7.54,82,50,19,2,2,7,8.6,Yes,Yes,No,No,3,6.2,6,0
S03943,7,17,Male,90,6.55,62,52,1,1,4,6,7.5,No,Yes,No,Yes,6,7.8,0,0
S03944,6,17,Female,77,6.44,30,83,14,0,4,8,7.0,No,Yes,Yes,No,5,5.9,58,0
S03945,3,18,Female,78,5.81,30,51,18,1,5,8,8.1,Yes,Yes,No,No,6,5.9,69,0
S03946,5,20,Male,100,7.49,59,70,21,2,6,8,5.7,Yes,No,No,Yes,3,5.7,18,0
S03947,1,19,Female,67,8.11,65,66,18,1,5,7,7.5,Yes,Yes,Yes,No,9,6.4,70,0
S03948,5,17,Female,79,7.37,63,71,16,0,4,8,6.2,Yes,Yes,Yes,No,4,8.2,39,0
S03949,4,23,Female,74,6.28,66,67,13,0,5,5,6.6,Yes,Yes,Yes,No,5,2.6,19,0
S03950,6,18,Male,68,8.27,54,47,16,0,4,5,5.8,Yes,Yes,Yes,No,9,1.3,54,0
S03951,4,21,Male,79,4.68,77,68,10,2,5,6,7.7,Yes,Yes,No,No,6,7.1,40,0
S03952,6,24,Male,79,6.33,55,93,13,3,7,7,6.5,No,Yes,Yes,No,4,7.4,48,0
S03953,4,20,Male,65,7.46,67,65,20,0,6,2,7.8,Yes,Yes,Yes,No,6,4.6,23,0
S03954,6,18,Female,89,8.83,100,63,19,2,7,10,6.4,Yes,Yes,No,Yes,6,5.1,41,0
S03955,6,23,Male,61,6.85,72,63,21,0,6,7,6.1,Yes,Yes,No,No,6,5.0,78,0
S03956,8,21,Female,78,5.48,30,49,15,4,3,10,5.5,Yes,Yes,No,No,4,1.7,49,1
S03957,7,22,Male,64,6.41,60,86,21,0,4,7,6.6,Yes,Yes,No,No,6,9.2,22,0
S03958,8,22,Female,75,7.56,73,65,19,3,5,4,6.4,Yes,Yes,No,Yes,7,4.5,36,0
S03959,7,22,Male,70,7.02,71,68,19,2,6,8,6.4,Yes,Yes,Yes,Yes,3,1.0,47,0
S03960,6,20,Male,85,5.5,48,100,8,1,3,2,7.0,Yes,Yes,Yes,Yes,5,4.2,34,1
S03961,1,22,Male,82,8.34,82,84,16,2,2,9,6.2,Yes,No,Yes,Yes,4,5.2,90,0
S03962,4,19,Female,83,7.52,77,68,17,0,6,4,6.9,No,Yes,Yes,No,4,6.3,16,0
S03963,4,20,Male,76,8.71,68,51,16,0,4,3,6.5,Yes,Yes,Yes,No,10,4.3,21,0
S03964,4,23,Female,80,4.0,40,79,18,1,7,6,7.5,No,Yes,No,No,6,7.4,34,0
S03965,1,24,Male,100,5.22,91,80,19,4,7,6,6.9,No,Yes,Yes,Yes,6,5.9,16,1
S03966,4,23,Female,67,6.74,81,75,20,1,5,6,7.1,Yes,Yes,Yes,No,7,7.8,21,0
S03967,1,20,Male,89,6.8,64,100,8,2,2,4,7.3,Yes,Yes,Yes,No,7,7.7,0,0
S03968,6,23,Male,77,7.08,87,65,32,0,9,5,5.5,Yes,Yes,Yes,No,5,3.5,30,0
S03969,6,22,Female,88,8.56,39,70,14,1,6,8,6.6,Yes,Yes,Yes,Yes,2,3.3,67,0
S03970,2,22,Female,92,8.54,90,35,1,1,4,5,5.3,No,Yes,No,No,7,3.0,71,0
S03971,8,21,Male,67,5.55,60,41,20,0,4,2,6.9,Yes,Yes,Yes,No,7,4.8,17,1
S03972,7,19,Male,82,8.18,67,93,14,0,5,5,7.5,Yes,Yes,No,No,2,4.6,2,0
S03973,6,23,Male,86,6.85,93,62,21,1,9,5,7.9,No,Yes,No,No,8,5.4,56,0
S03974,3,23,Female,56,8.36,89,75,13,2,6,4,8.3,No,Yes,Yes,Yes,7,5.7,39,1
S03975,1,20,Female,89,7.19,76,59,24,2,3,7,4.8,Yes,Yes,No,Yes,3,8.1,27,1
S03976,5,21,Female,70,7.96,81,80,23,1,5,6,6.0,No,Yes,No,No,4,7.9,48,0
S03977,2,24,Male,65,7.36,52,83,11,0,5,5,6.8,Yes,Yes,Yes,Yes,7,5.8,78,0
S03978,4,21,Female,76,6.53,89,92,23,2,7,7,5.8,Yes,Yes,Yes,No,6,7.2,58,0
S03979,4,20,Female,72,6.89,67,100,16,0,4,9,7.5,Yes,Yes,No,No,7,2.6,25,0
S03980,4,17,Male,93,6.9,76,52,18,1,9,1,7.0,Yes,Yes,Yes,No,7,6.4,0,0
S03981,8,19,Female,60,7.74,76,63,18,0,5,3,7.7,Yes,Yes,Yes,No,7,4.4,51,0
S03982,2,20,Female,67,7.66,73,50,7,1,5,6,6.6,Yes,Yes,Yes,No,4,6.1,14,0
S03983,7,18,Male,90,6.02,63,64,14,0,4,6,6.7,Yes,Yes,Yes,No,6,5.2,41,0
S03984,5,19,Female,72,7.33,61,94,14,0,8,2,8.6,Yes,Yes,No,No,5,7.1,27,0
S03985,5,24,Female,82,8.55,100,61,27,2,5,4,7.2,Yes,Yes,No,No,7,6.9,0,0
S03986,7,20,Female,84,6.99,64,97,21,2,3,5,9.3,Yes,Yes,No,No,2,3.5,28,0
S03987,1,18,Male,89,7.42,31,66,10,2,8,7,7.9,No,Yes,No,No,7,5.7,16,0
S03988,2,22,Male,71,6.06,78,70,10,0,3,10,8.1,No,Yes,Yes,Yes,4,7.6,45,0
S03989,2,19,Female,66,6.64,83,100,8,2,4,3,6.4,Yes,Yes,No,No,1,1.7,38,0
S03990,5,24,Female,57,8.98,81,50,20,0,5,7,9.3,No,Yes,Yes,Yes,9,4.4,60,0
S03991,8,24,Male,83,6.15,65,75,21,1,2,6,7.0,Yes,Yes,Yes,No,9,9.0,61,0
S03992,4,23,Male,49,5.34,59,69,1,0,4,4,6.4,No,No,Yes,Yes,8,4.2,27,1
S03993,7,22,Male,96,5.59,51,74,16,0,5,6,5.9,Yes,Yes,No,No,8,3.7,55,0
S03994,7,19,Female,61,8.0,71,64,9,0,8,3,8.1,Yes,Yes,No,No,4,8.2,44,1
S03995,3,22,Male,72,7.47,59,74,19,2,2,7,7.7,Yes,Yes,Yes,No,5,5.3,26,0
